dim,sources,Recall_50,Recall_100,Recall_200,nDCG_10,nDCG_20,nDCG_50,QPS
64,"dense,splade,bm25",0.6360123001815301,0.7406437543602542,0.8148043350512272,0.44696373189589866,0.48462066243035884,0.5492834351728232,69.63214742015944
